Marka;Nadwozie;Silnik;Kolor;Cena;Rok Zakupu;Plec Kupujacego;Wiek Kupujacego;Stan
Volkswagen;Pick-up;1.5;Zielony;40220;2013;K;41;Maine
Toyota;Kombi;1.5;Fioletowy;399184;2019;K;48;Utah
Dodge;Hatch-back;3.5;Srebrny;375230;2019;K;28;Minnesota
Nissan;Sedan;4.5;Niebieski;200668;2016;M;70;Kansas
Dodge;Minivan;1.5;Szary;383296;2015;M;29;Utah
Volkswagen;Kabriolet;2.5;Szary;77552;2016;K;25;Florida
Ford;Minivan;3.0;Rozowy;315904;2013;M;25;Virginia
Honda;Hatch-back;3.5;Czarny;308024;2020;K;55;Wisconsin
Audi;Kabriolet;5.0;Niebieski;201825;2019;M;55;Wyoming
Cadilac;Kombi;2.5;Brazowy;341451;2018;M;59;Texas
Toyota;Pick-up;3.0;Niebieski;131289;2017;K;22;Mississippi
Dodge;Kombi;3.0;Zolty;156242;2010;K;42;Indiana
Mercedes;Kabriolet;2.5;Zolty;151940;2013;M;33;Utah
Volkswagen;SUV;3.0;Bialy;135757;2008;M;24;Wyoming
Nissan;Kabriolet;2.5;Czerwony;190473;2011;K;61;Pennsylvania
BMW;Pick-up;4.5;Bialy;328472;2020;M;21;Maine
Honda;Kombi;2.5;Brazowy;42975;2008;M;31;New York
Ford;SUV;4.5;Rozowy;85132;2018;M;47;North Dakota
Dodge;Kombi;2.5;Brazowy;307436;2019;M;58;Arkansas
Cadilac;Hatch-back;3.0;Czarny;371394;2014;M;40;North Dakota
Nissan;Sedan;3.0;Czerwony;487780;2011;K;66;Arkansas
BMW;Kombi;3.5;Zielony;394115;2012;K;47;Arizona
Honda;Minivan;4.5;Bialy;224791;2015;M;32;Wisconsin
Volkswagen;Cupe;1.5;Zolty;394371;2013;M;44;Florida
Chevrolet;Kombi;2.0;Niebieski;272565;2011;M;21;Colorado
Chevrolet;SUV;5.0;Rozowy;159918;2017;M;55;Alaska
Toyota;Sedan;5.0;Szary;499071;2014;M;49;South Dakota
Nissan;Kombi;4.5;Niebieski;385044;2010;M;66;Louisiana
Honda;Sedan;5.0;Rozowy;225022;2020;M;20;Montana
Toyota;Kabriolet;1.5;Rozowy;261403;2016;K;24;Arkansas
Dodge;Sedan;4.5;Rozowy;43575;2016;K;70;Colorado
Nissan;Kabriolet;3.0;Zielony;432634;2013;K;47;Utah
BMW;Sedan;4.0;Srebrny;322443;2014;K;25;Alabama
Dodge;Sedan;1.5;Fioletowy;490599;2014;M;47;Wyoming
Dodge;Kombi;4.5;Brazowy;280845;2009;K;70;Michigan
Honda;Hatch-back;1.5;Niebieski;270682;2011;M;59;Wyoming
Chrysler;Kabriolet;4.5;Czarny;309411;2011;M;49;Indiana
Honda;Minivan;5.0;Rozowy;183574;2009;K;48;Minnesota
Audi;Minivan;2.0;Srebrny;196929;2009;M;37;Illinois
BMW;SUV;1.5;Czarny;253010;2016;K;67;Nebraska
Toyota;Minivan;3.5;Rozowy;56533;2015;K;63;Connecticut
Honda;Minivan;5.0;Niebieski;294493;2014;M;44;Nevada
Chevrolet;Sedan;2.5;Szary;270358;2013;K;56;Alabama
Chevrolet;SUV;3.5;Zolty;123406;2019;K;55;Iowa
Nissan;Sedan;1.5;Srebrny;313521;2017;M;65;Tennessee
Dodge;Hatch-back;3.0;Czarny;42884;2016;M;38;Vermont
Volkswagen;Hatch-back;4.5;Fioletowy;72223;2020;K;31;Nebraska
Chrysler;Cupe;1.5;Brazowy;180609;2018;M;41;Alaska
Chrysler;Kombi;4.5;Zolty;62518;2020;K;50;Vermont
Cadilac;Kombi;5.0;Zielony;447834;2009;K;40;Vermont
Chrysler;Hatch-back;3.0;Fioletowy;216692;2019;K;62;Idaho
BMW;Sedan;2.0;Niebieski;384896;2016;K;32;Colorado
Chrysler;Sedan;5.0;Czerwony;416509;2011;K;64;Nebraska
Volkswagen;Sedan;3.5;Fioletowy;122898;2019;M;31;Wyoming
Volkswagen;Minivan;2.0;Fioletowy;335105;2020;M;22;New York
Chrysler;Sedan;2.0;Srebrny;292122;2014;M;65;New Jersey
Audi;SUV;1.5;Zolty;378348;2008;K;68;Maryland
Chrysler;Hatch-back;3.0;Szary;84354;2012;M;50;New Hampshire
Ford;Pick-up;2.0;Czarny;235457;2011;M;54;South Dakota
Honda;Pick-up;1.5;Czerwony;33101;2012;K;38;Missouri
Cadilac;Sedan;2.5;Rozowy;67687;2010;M;54;Delaware
Audi;Sedan;3.5;Fioletowy;169666;2012;K;46;North Carolina
Audi;Kombi;2.0;Rozowy;392104;2009;K;26;Idaho
BMW;Kabriolet;4.5;Zolty;115033;2014;K;68;Minnesota
Nissan;SUV;2.0;Zielony;425826;2014;K;56;Vermont
Cadilac;Pick-up;3.5;Niebieski;221383;2009;M;29;Alaska
Mercedes;Sedan;4.5;Bialy;497150;2019;K;43;Iowa
Audi;Sedan;1.5;Niebieski;464082;2008;M;65;Nevada
BMW;Kabriolet;2.0;Rozowy;385836;2015;K;46;Illinois
Volkswagen;Sedan;3.5;Zielony;441339;2008;K;42;Delaware
BMW;Kombi;2.5;Zielony;409399;2013;K;23;California
Dodge;Kombi;2.5;Fioletowy;247853;2020;M;63;Iowa
Volkswagen;Hatch-back;2.0;Zolty;183321;2015;K;54;Maine
Chrysler;Kabriolet;3.0;Srebrny;180361;2008;M;69;Kansas
Mercedes;Sedan;4.0;Bialy;125660;2018;M;31;Connecticut
Chevrolet;Pick-up;3.5;Fioletowy;143946;2012;M;47;Vermont
Audi;Kabriolet;3.0;Brazowy;271833;2017;M;43;DC
Mercedes;Kombi;4.0;Srebrny;204561;2014;K;60;New Jersey
Volkswagen;SUV;4.5;Szary;355420;2016;M;25;South Dakota
Honda;Cupe;5.0;Zielony;470982;2019;M;21;Tennessee
Toyota;Sedan;5.0;Bialy;407193;2012;K;53;Arizona
Toyota;Kabriolet;5.0;Niebieski;208070;2018;K;20;New Mexico
Ford;Hatch-back;2.0;Brazowy;206202;2013;M;23;North Dakota
Mercedes;Sedan;4.0;Bialy;475483;2009;K;49;Minnesota
Dodge;Kabriolet;3.0;Fioletowy;448784;2019;K;57;Nevada
Cadilac;SUV;4.5;Zolty;95936;2013;K;55;Indiana
Toyota;Pick-up;2.5;Srebrny;281247;2010;M;38;Maine
Dodge;SUV;3.5;Fioletowy;262957;2011;M;50;Washington
Audi;Minivan;3.5;Brazowy;113911;2012;K;27;Missouri
Audi;Pick-up;2.0;Rozowy;126950;2013;K;47;California
Mercedes;Hatch-back;5.0;Fioletowy;208358;2019;M;58;DC
Nissan;Sedan;2.0;Czerwony;341094;2017;M;47;Maine
Ford;Hatch-back;3.0;Zolty;387015;2015;M;40;Rhode Island
Nissan;Kombi;4.5;Czarny;98740;2014;K;33;Illinois
Cadilac;Sedan;5.0;Zolty;216547;2019;K;43;Virginia
Dodge;Sedan;4.0;Zielony;404694;2020;K;21;Oklahoma
Honda;Cupe;3.5;Zielony;112172;2013;M;56;Virginia
Audi;Sedan;2.5;Szary;50402;2015;K;70;New Hampshire
Dodge;Kabriolet;4.0;Szary;454123;2012;K;23;Louisiana
Chevrolet;Cupe;1.5;Czerwony;474106;2008;K;38;Kentucky
Ford;Kombi;3.0;Czerwony;117967;2017;M;33;Georgia
Mercedes;Sedan;2.0;Czerwony;219661;2012;K;45;Alaska
Cadilac;Kabriolet;4.5;Szary;398864;2009;K;52;Maryland
Toyota;Sedan;3.5;Srebrny;148977;2018;M;37;California
Mercedes;Kabriolet;3.5;Zielony;150618;2020;M;58;Colorado
Chrysler;Cupe;3.0;Zielony;189734;2011;M;24;California
Mercedes;Pick-up;2.5;Zolty;200226;2020;K;64;New Jersey
Ford;SUV;1.5;Zielony;395406;2015;K;67;Maryland
Chrysler;Sedan;4.0;Brazowy;397169;2008;K;21;Alaska
Cadilac;Pick-up;2.0;Niebieski;493094;2011;M;57;Montana
Chevrolet;Kombi;4.5;Czarny;138232;2008;K;47;Oklahoma
Cadilac;SUV;5.0;Bialy;45800;2011;K;54;Georgia
Audi;Pick-up;2.5;Fioletowy;241724;2008;M;55;Montana
Chevrolet;Kombi;1.5;Srebrny;291339;2016;K;24;South Carolina
Toyota;Pick-up;1.5;Zielony;389316;2012;K;31;Ohio
Mercedes;Cupe;2.5;Czerwony;402468;2014;M;50;Ohio
Mercedes;Sedan;2.5;Czerwony;117120;2013;K;56;Tennessee
Audi;Sedan;5.0;Zielony;257099;2018;M;46;Florida
Toyota;Sedan;4.0;Zolty;160664;2016;M;54;Mississippi
Honda;Kabriolet;5.0;Srebrny;473976;2009;M;65;Oklahoma
Honda;Sedan;3.0;Rozowy;326114;2015;M;39;West Virginia
Honda;Hatch-back;2.5;Niebieski;408822;2018;M;56;Maryland
Cadilac;Hatch-back;4.5;Fioletowy;335324;2009;M;61;Maine
Chrysler;Kombi;4.0;Srebrny;156010;2015;K;69;West Virginia
Chevrolet;Cupe;5.0;Czarny;76831;2008;M;51;Washington
Toyota;Sedan;4.0;Czerwony;481385;2018;M;31;Illinois
Chrysler;Hatch-back;5.0;Zolty;347372;2010;M;57;New Jersey
Audi;Hatch-back;3.0;Srebrny;131943;2020;K;28;Idaho
Dodge;Kombi;4.5;Szary;451788;2020;M;44;Massachusetts
Toyota;Pick-up;3.5;Brazowy;432486;2011;K;21;Oklahoma
BMW;Sedan;1.5;Brazowy;82509;2019;M;51;Texas
Volkswagen;Minivan;4.5;Czarny;401225;2011;M;47;Connecticut
Nissan;SUV;2.0;Zolty;293666;2009;K;38;South Dakota
Volkswagen;Minivan;3.0;Bialy;484102;2015;K;23;Kentucky
Honda;Kabriolet;4.0;Rozowy;482934;2016;M;42;Kansas
Chrysler;Kabriolet;3.0;Bialy;124488;2014;M;42;Connecticut
Toyota;Minivan;3.5;Czerwony;93961;2008;M;61;Maine
Volkswagen;Kabriolet;1.5;Fioletowy;281665;2019;K;20;New Jersey
BMW;Cupe;2.5;Rozowy;271704;2018;K;26;Maine
Audi;Cupe;4.5;Bialy;199812;2009;M;55;Massachusetts
Audi;Kabriolet;3.5;Bialy;479404;2018;M;27;Connecticut
Mercedes;Kabriolet;4.5;Zielony;334202;2015;K;24;Maryland
Mercedes;Minivan;3.5;Czarny;479636;2015;M;58;South Carolina
Dodge;Kabriolet;3.0;Niebieski;422435;2018;M;27;Colorado
BMW;SUV;4.0;Niebieski;164866;2017;K;26;Illinois
Nissan;Sedan;1.5;Zolty;227650;2019;M;39;Louisiana
Honda;Sedan;2.5;Fioletowy;364092;2016;K;30;Arizona
Nissan;Hatch-back;3.5;Rozowy;460017;2009;M;39;Maine
Volkswagen;Sedan;2.0;Czarny;332803;2017;K;41;Wisconsin
Honda;Sedan;5.0;Brazowy;295492;2020;M;36;Georgia
Chrysler;Pick-up;4.5;Zielony;308890;2013;M;57;Iowa
Volkswagen;Sedan;2.0;Bialy;128465;2011;K;28;Maryland
Volkswagen;Sedan;4.0;Rozowy;446856;2020;M;43;South Dakota
BMW;Sedan;3.5;Zolty;45044;2008;M;63;Louisiana
Cadilac;Pick-up;5.0;Rozowy;385505;2012;M;65;Missouri
Dodge;Hatch-back;3.0;Czerwony;233897;2015;M;30;South Carolina
Chevrolet;Hatch-back;3.0;Zolty;303827;2010;M;65;West Virginia
Honda;Hatch-back;2.0;Zolty;48897;2020;M;61;Utah
Cadilac;Pick-up;4.5;Czerwony;331335;2016;M;55;Montana
Nissan;Kabriolet;5.0;Brazowy;111533;2019;M;26;Kansas
BMW;Kombi;3.0;Czerwony;252002;2012;K;33;Washington
Honda;Minivan;3.5;Szary;379408;2017;M;61;Wyoming
Audi;Minivan;2.5;Rozowy;192461;2015;M;41;North Dakota
Volkswagen;SUV;4.0;Rozowy;234590;2020;K;37;Montana
Chevrolet;Hatch-back;1.5;Srebrny;381925;2020;M;25;Missouri
Volkswagen;SUV;1.5;Fioletowy;407815;2017;K;29;Mississippi
Ford;Kombi;2.0;Brazowy;255363;2011;M;65;California
Ford;Sedan;2.5;Brazowy;40403;2016;M;31;New Jersey
Honda;Hatch-back;3.5;Srebrny;482075;2020;K;60;Minnesota
Mercedes;Hatch-back;2.5;Rozowy;254887;2013;M;51;Virginia
BMW;Sedan;2.5;Zielony;292924;2008;M;28;Texas
BMW;Hatch-back;2.0;Czerwony;65189;2014;K;41;Iowa
Honda;SUV;2.5;Zielony;65332;2015;K;30;Wisconsin
Mercedes;SUV;2.5;Zolty;251897;2010;M;26;Maine
Ford;Kombi;2.0;Fioletowy;229225;2012;K;70;North Dakota
Cadilac;Hatch-back;2.0;Brazowy;424573;2018;K;45;Ohio
Ford;Sedan;2.5;Niebieski;426838;2015;M;21;Minnesota
Mercedes;Kombi;3.5;Czerwony;207693;2011;M;61;Nevada
Ford;Kombi;2.0;Czarny;92258;2014;M;31;Maine
Audi;Pick-up;4.5;Fioletowy;87433;2014;M;26;Pennsylvania
Honda;Kabriolet;1.5;Czarny;71054;2020;M;20;Connecticut
Chrysler;Sedan;4.0;Niebieski;338836;2020;M;48;Hawaii
Ford;Minivan;2.5;Zielony;398972;2011;M;35;Washington
Nissan;SUV;4.0;Zolty;206522;2017;K;36;Oregon
Audi;Kombi;5.0;Brazowy;235272;2013;K;43;Wisconsin
Chevrolet;Sedan;1.5;Zolty;190401;2020;M;48;Rhode Island
Toyota;Kabriolet;3.5;Fioletowy;276244;2011;K;25;Utah
Audi;Minivan;3.5;Czarny;290140;2020;K;37;Illinois
Nissan;Minivan;3.5;Zielony;84439;2012;M;56;Kansas
Chrysler;Cupe;2.0;Zolty;477915;2018;K;55;Michigan
Toyota;Sedan;3.0;Szary;216132;2013;K;67;North Dakota
Mercedes;Sedan;3.0;Zolty;260131;2011;K;62;New Hampshire
Dodge;Sedan;4.0;Zolty;134638;2008;K;70;Idaho
Cadilac;Minivan;1.5;Bialy;277707;2010;M;46;Wyoming
Volkswagen;Sedan;5.0;Bialy;355059;2013;K;21;Idaho
Dodge;Minivan;3.0;Brazowy;430050;2008;M;33;California
Audi;Hatch-back;4.5;Czarny;172922;2008;K;57;Arizona
Ford;SUV;3.5;Niebieski;114791;2016;K;62;Oregon
Volkswagen;Pick-up;2.5;Szary;85470;2016;K;64;Kansas
Chrysler;Sedan;5.0;Srebrny;123892;2015;K;56;Wisconsin
Dodge;Kombi;5.0;Bialy;409211;2014;K;52;California
Toyota;Sedan;4.5;Czerwony;478882;2014;K;50;Arizona
Audi;Hatch-back;5.0;Szary;286245;2010;K;20;North Carolina
Cadilac;Kombi;3.5;Zolty;350916;2013;M;38;Indiana
Mercedes;Minivan;2.5;Zielony;111442;2015;M;38;Nebraska
Ford;Pick-up;2.0;Czarny;326852;2013;M;68;Ohio
Honda;Cupe;3.0;Fioletowy;326815;2019;K;30;South Dakota
Nissan;Minivan;1.5;Srebrny;438456;2011;M;41;New Mexico
Volkswagen;Cupe;5.0;Fioletowy;254992;2020;M;33;North Carolina
Cadilac;Cupe;5.0;Szary;428112;2013;M;22;New Hampshire
Honda;Pick-up;4.5;Srebrny;326918;2018;M;42;Oregon
Dodge;Minivan;1.5;Brazowy;335379;2008;K;67;California
Volkswagen;Minivan;4.5;Zolty;370935;2014;K;53;North Carolina
BMW;Kabriolet;3.5;Bialy;344396;2012;M;70;Kansas
Ford;Minivan;3.0;Rozowy;98837;2015;M;32;Delaware
Nissan;Hatch-back;1.5;Rozowy;73587;2012;K;40;Minnesota
Cadilac;Sedan;3.5;Brazowy;180510;2019;M;64;South Carolina
Mercedes;Cupe;3.0;Czerwony;341815;2011;M;24;Missouri
Chevrolet;Hatch-back;2.5;Zielony;168697;2013;K;55;South Dakota
Chevrolet;Kombi;1.5;Czarny;98240;2020;K;53;Virginia
Mercedes;Minivan;2.5;Fioletowy;441090;2013;M;53;Maryland
Nissan;Cupe;1.5;Zielony;446070;2020;M;36;Vermont
Chrysler;SUV;3.5;Rozowy;437761;2015;M;59;Wisconsin
Dodge;Sedan;4.5;Bialy;258191;2017;M;70;New Jersey
Honda;Kombi;1.5;Bialy;122004;2019;M;22;Vermont
Ford;SUV;1.5;Bialy;119021;2010;M;64;New Jersey
Audi;Kabriolet;4.0;Zolty;139984;2018;K;54;Arkansas
Toyota;SUV;3.5;Zielony;440599;2008;M;60;New York
Honda;Sedan;3.5;Zolty;54069;2008;M;30;Idaho
Ford;Kombi;3.0;Szary;263305;2011;K;70;Georgia
Mercedes;Kombi;2.0;Zolty;152396;2008;K;54;Kansas
Cadilac;Cupe;3.5;Fioletowy;292626;2014;K;29;Oregon
Dodge;Kombi;3.5;Rozowy;492256;2014;M;48;New York
Volkswagen;Minivan;1.5;Czarny;311305;2017;K;27;North Dakota
Chrysler;Kombi;1.5;Brazowy;126489;2017;M;23;Arizona
Ford;Sedan;3.5;Czerwony;336477;2010;K;68;Louisiana
Cadilac;SUV;1.5;Fioletowy;190149;2019;K;69;Hawaii
Dodge;Sedan;5.0;Czerwony;474214;2012;M;64;Virginia
Chevrolet;Kombi;4.5;Zielony;340282;2008;K;64;Texas
Cadilac;Kombi;5.0;Rozowy;100919;2019;K;22;Tennessee
Toyota;SUV;3.0;Rozowy;243535;2009;K;52;Alabama
Audi;Sedan;3.0;Brazowy;214322;2011;M;57;Oklahoma
BMW;Hatch-back;2.0;Brazowy;485940;2010;M;61;Wyoming
BMW;Kabriolet;3.0;Czerwony;427417;2018;M;62;New York
Volkswagen;Pick-up;2.5;Rozowy;246656;2011;K;31;Virginia
Chrysler;Kombi;4.5;Fioletowy;193386;2015;M;55;New Jersey
Toyota;Hatch-back;5.0;Rozowy;494044;2011;M;59;Iowa
Mercedes;SUV;5.0;Zolty;370055;2015;K;54;Nebraska
Chevrolet;Cupe;4.5;Niebieski;458536;2019;K;56;Kentucky
Nissan;Cupe;4.5;Niebieski;76515;2018;K;62;North Carolina
Honda;Sedan;2.0;Srebrny;74998;2011;K;23;Pennsylvania
Honda;Cupe;5.0;Niebieski;429053;2010;K;29;Idaho
Nissan;Sedan;2.0;Brazowy;279644;2017;M;20;Kentucky
Volkswagen;Kabriolet;2.0;Rozowy;391319;2012;M;47;Wisconsin
Nissan;Hatch-back;4.5;Bialy;373584;2020;K;42;Florida
Cadilac;Sedan;5.0;Rozowy;360299;2011;M;61;Arkansas
Honda;Kabriolet;2.0;Zolty;493186;2013;K;38;Georgia
Chevrolet;Minivan;4.0;Czerwony;178872;2009;M;54;Oklahoma
Nissan;Sedan;1.5;Rozowy;222274;2016;K;68;Minnesota
Ford;Hatch-back;1.5;Szary;284880;2018;K;20;Tennessee
Mercedes;Sedan;4.0;Fioletowy;77306;2018;M;29;Virginia
Cadilac;Minivan;4.0;Brazowy;417605;2014;M;21;Louisiana
Cadilac;Pick-up;4.5;Zielony;340423;2009;M;51;South Carolina
Nissan;Kombi;2.5;Zielony;388768;2013;K;37;Nevada
Chevrolet;Kombi;4.0;Zolty;334003;2012;M;32;Missouri
Chrysler;SUV;2.0;Srebrny;277365;2009;K;54;Kentucky
Chrysler;SUV;2.5;Bialy;443725;2009;K;68;Maine
Honda;Kabriolet;5.0;Fioletowy;67950;2008;K;69;Wyoming
Dodge;Sedan;5.0;Niebieski;121826;2016;M;34;Wyoming
Volkswagen;Cupe;3.5;Niebieski;375209;2011;K;44;California
Chrysler;Pick-up;4.0;Czerwony;119508;2014;M;30;Virginia
Volkswagen;Cupe;2.5;Brazowy;444397;2008;M;30;DC
Toyota;Cupe;2.0;Rozowy;115607;2015;K;34;Mississippi
Dodge;Hatch-back;5.0;Zolty;111219;2018;M;23;Nebraska
Dodge;Kabriolet;2.0;Srebrny;208173;2020;K;33;DC
Honda;Minivan;5.0;Zielony;329888;2018;M;33;Wisconsin
Chevrolet;Pick-up;3.5;Czarny;183018;2013;M;35;New Jersey
BMW;Hatch-back;2.0;Brazowy;341745;2018;M;44;Indiana
Chrysler;Sedan;4.5;Niebieski;399005;2011;M;50;Wyoming
Mercedes;Kombi;2.5;Zielony;51585;2013;K;29;Kansas
Audi;Cupe;3.0;Zielony;224361;2020;K;54;Montana
Chevrolet;Minivan;4.0;Fioletowy;192783;2017;M;65;Missouri
Chevrolet;Kabriolet;1.5;Brazowy;181000;2008;M;64;Oklahoma
Ford;Minivan;4.0;Niebieski;136889;2008;K;34;New York
Cadilac;Hatch-back;4.0;Srebrny;178837;2018;M;29;Wisconsin
Mercedes;Kombi;1.5;Zolty;104347;2017;K;67;Maryland
Audi;Sedan;5.0;Bialy;167786;2016;M;35;Florida
Toyota;Sedan;5.0;Bialy;405277;2012;M;62;DC
Toyota;Cupe;3.5;Niebieski;139879;2017;K;27;Minnesota
Chrysler;Sedan;1.5;Srebrny;95452;2010;K;63;Arizona
Ford;Cupe;2.0;Szary;128778;2012;M;44;Florida
Volkswagen;Pick-up;2.5;Czarny;497490;2009;M;54;Virginia
Audi;Minivan;2.0;Bialy;427987;2010;K;60;New Hampshire
Chrysler;Minivan;3.5;Bialy;202245;2017;M;63;Massachusetts
Volkswagen;SUV;3.0;Szary;107948;2012;K;28;Connecticut
Audi;SUV;2.0;Zielony;429753;2008;M;53;Michigan
Chrysler;Kombi;4.0;Zolty;143580;2016;M;47;Virginia
BMW;Sedan;3.0;Brazowy;255657;2020;K;60;Virginia
Volkswagen;Cupe;2.5;Srebrny;434241;2010;M;70;Massachusetts
Nissan;Sedan;2.0;Bialy;53313;2011;M;31;Delaware
Chevrolet;Kabriolet;2.5;Zolty;421273;2009;K;31;Colorado
Honda;Cupe;3.0;Zielony;70627;2013;M;55;Montana
Nissan;Sedan;5.0;Fioletowy;203976;2013;K;41;Alaska
BMW;SUV;2.5;Brazowy;139365;2010;K;28;Wyoming
Nissan;Pick-up;2.0;Zielony;353516;2015;M;32;Iowa
Mercedes;Sedan;4.5;Niebieski;303326;2017;K;32;Tennessee
Ford;SUV;5.0;Rozowy;315180;2009;K;22;Idaho
Mercedes;Kombi;2.5;Bialy;90378;2008;K;67;Alaska
Ford;SUV;3.5;Czerwony;44650;2008;K;48;Maryland
Audi;Minivan;4.0;Fioletowy;145554;2011;M;32;Vermont
Audi;Cupe;3.0;Srebrny;287097;2015;K;46;California
Chrysler;Kabriolet;2.5;Czarny;391577;2011;M;54;Maryland
Honda;Cupe;2.0;Niebieski;305133;2015;K;41;Washington
Mercedes;Kabriolet;4.5;Czarny;360596;2009;K;24;Illinois
Cadilac;Cupe;2.0;Szary;404739;2011;K;51;Montana
Nissan;Sedan;3.5;Czerwony;197893;2018;K;23;South Carolina
Toyota;Cupe;4.5;Zolty;149497;2015;M;28;Georgia
Volkswagen;Sedan;1.5;Szary;353064;2009;K;31;Idaho
Volkswagen;Hatch-back;5.0;Niebieski;326312;2012;M;59;Oregon
Honda;Sedan;5.0;Srebrny;313162;2009;M;47;California
Chrysler;Hatch-back;4.0;Rozowy;455842;2016;M;31;Delaware
Volkswagen;Hatch-back;4.5;Czerwony;193517;2020;M;58;Washington
BMW;SUV;4.0;Czarny;47141;2011;M;67;Utah
Toyota;SUV;3.0;Zolty;212760;2020;M;41;Maine
Volkswagen;Kombi;4.5;Fioletowy;411392;2010;K;57;Iowa
Toyota;Kombi;3.0;Rozowy;96250;2013;K;59;Alaska
BMW;Hatch-back;2.5;Czarny;414719;2017;M;42;Oregon
Dodge;Kombi;1.5;Zielony;94772;2010;M;24;New Jersey
Toyota;Sedan;1.5;Zielony;254816;2008;K;45;Kansas
Ford;Minivan;1.5;Niebieski;312527;2012;M;27;North Dakota
Volkswagen;Kabriolet;4.5;Fioletowy;235685;2014;M;26;Maryland
Dodge;Cupe;1.5;Bialy;97246;2018;K;39;Missouri
Toyota;Kombi;4.5;Srebrny;453425;2019;M;37;Ohio
Chrysler;SUV;4.0;Zolty;92127;2017;K;63;West Virginia
Chevrolet;Sedan;4.5;Bialy;335952;2014;M;21;Georgia
Nissan;Cupe;4.5;Bialy;334865;2014;K;32;Missouri
Cadilac;SUV;3.5;Zielony;421659;2018;M;23;Arizona
Volkswagen;Sedan;4.5;Rozowy;443497;2008;K;44;New Hampshire
Mercedes;Sedan;4.0;Niebieski;80011;2017;K;27;Indiana
Dodge;SUV;4.5;Zolty;315279;2008;K;42;Maryland
Mercedes;Sedan;3.5;Brazowy;62984;2012;K;70;New Hampshire
Dodge;Hatch-back;2.5;Srebrny;189922;2010;M;70;California
Volkswagen;Kombi;1.5;Fioletowy;205732;2012;M;23;Iowa
Mercedes;SUV;2.5;Zolty;331608;2020;K;46;Florida
BMW;Sedan;3.0;Niebieski;183014;2018;M;63;Ohio
Ford;Kombi;1.5;Szary;422623;2020;M;38;Maryland
Chrysler;Minivan;2.5;Niebieski;36393;2013;K;47;Oregon
BMW;Kombi;4.0;Rozowy;420476;2017;M;38;Missouri
Nissan;Cupe;4.0;Czarny;264979;2010;K;52;South Carolina
Nissan;Cupe;4.0;Zolty;469859;2012;M;23;North Dakota
Volkswagen;Cupe;1.5;Brazowy;167586;2015;K;43;Maryland
Cadilac;Hatch-back;3.0;Zielony;304062;2016;M;56;Vermont
Mercedes;Sedan;4.0;Czarny;87605;2017;M;49;Montana
BMW;Cupe;1.5;Srebrny;335793;2020;K;27;New Hampshire
Chrysler;Cupe;4.0;Bialy;168737;2012;K;45;Indiana
Chrysler;Kabriolet;1.5;Zolty;211099;2014;K;51;New Mexico
Chrysler;Sedan;2.0;Fioletowy;71736;2011;M;41;Texas
Volkswagen;Sedan;3.0;Srebrny;104390;2018;M;58;Alaska
Chevrolet;Minivan;3.0;Srebrny;383932;2018;K;54;Mississippi
Cadilac;Hatch-back;2.0;Srebrny;145895;2019;M;40;Wyoming
Audi;Hatch-back;2.0;Czerwony;65313;2014;M;31;Delaware
Toyota;Cupe;4.0;Rozowy;257224;2011;K;59;Missouri
Volkswagen;Pick-up;2.0;Zielony;238716;2008;K;36;South Dakota
Audi;Pick-up;5.0;Zielony;479417;2010;K;36;Nebraska
Cadilac;Minivan;4.5;Czarny;206002;2008;M;23;Illinois
Ford;Kabriolet;2.5;Niebieski;94202;2020;K;30;Tennessee
Honda;Sedan;2.5;Czerwony;477824;2015;K;65;Nebraska
Chrysler;Kombi;2.0;Czarny;245451;2009;M;42;Kansas
Cadilac;Kabriolet;2.0;Zielony;371050;2017;K;53;Virginia
Cadilac;SUV;5.0;Szary;374194;2015;M;43;Ohio
Toyota;Pick-up;3.0;Srebrny;245801;2020;K;23;Washington
Toyota;Hatch-back;2.5;Czarny;159405;2011;K;70;Massachusetts
Nissan;Sedan;5.0;Rozowy;256135;2019;K;41;Virginia
Ford;Minivan;3.0;Srebrny;82831;2020;M;46;Delaware
Toyota;Sedan;1.5;Zolty;52833;2009;M;42;Missouri
Toyota;SUV;4.5;Rozowy;232973;2019;M;30;Ohio
Nissan;Kabriolet;3.0;Bialy;237561;2013;K;26;Minnesota
Chevrolet;Cupe;3.5;Czarny;203782;2009;M;21;Connecticut
Honda;Pick-up;4.5;Czarny;224870;2012;K;44;Pennsylvania
Honda;Hatch-back;4.5;Rozowy;180872;2019;K;48;Rhode Island
Honda;Kombi;5.0;Brazowy;249663;2013;K;68;New Hampshire
Mercedes;Kabriolet;2.5;Szary;356697;2016;M;32;California
Honda;Cupe;3.0;Fioletowy;330201;2018;K;42;Oklahoma
Cadilac;Pick-up;3.5;Niebieski;394643;2020;M;36;Alaska
Dodge;Kombi;5.0;Bialy;43989;2015;K;68;Pennsylvania
Toyota;Minivan;4.0;Czerwony;102827;2017;K;28;West Virginia
Audi;Kombi;4.0;Fioletowy;416447;2017;K;34;Colorado
Volkswagen;Minivan;3.5;Szary;483094;2011;M;60;Illinois
Honda;Cupe;5.0;Brazowy;323482;2014;M;27;Delaware
Chrysler;SUV;2.0;Czarny;457631;2018;M;42;Tennessee
Honda;Sedan;1.5;Zielony;160856;2012;M;69;Pennsylvania
Chrysler;Minivan;3.5;Niebieski;275103;2016;K;28;South Dakota
